ID;Partner neve;Székhelye;Megye;Teljesítés;Számlaszám;Termék megnevezése;Db;Egységár;Eá. Pénznem;Nettó ár;Nettó pénznem
50.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2022.08.09;2022-18;Vitamin D3;1;1 270,00   ;HUF;1 270   ;HUF
148.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.06.10;2022-4;Ginseng;4;783,00   ;HUF;3 132   ;HUF
149.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.06.10;2022-4;Omega 3;2;1 143,00   ;HUF;2 286   ;HUF
150.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.06.10;2022-4;Probiotikum;5;1 625,00   ;HUF;8 125   ;HUF
51.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2022.08.09;2022-18;Koenzim Q10 30 db kapszula ;4;1 400,00   ;HUF;5 600   ;HUF
152.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-41;Vitamin D3;9;1 270,00   ;HUF;11 430   ;HUF
153.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-41;Fekete Magolaj;2;4 340,00   ;HUF;8 680   ;HUF
154.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-41;Ginseng;13;870,00   ;HUF;11 310   ;HUF
155.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-41;Kalcium+Vitamin D ;26;835,00   ;HUF;21 710   ;HUF
156.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-41;Koenzim Q10 30 db kapszula ;13;1 200,00   ;HUF;15 600   ;HUF
157.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-41;Omega 3;17;1 270,00   ;HUF;21 590   ;HUF
158.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-41;Probiotikum;34;1 805,00   ;HUF;61 370   ;HUF
159.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-42;Vitamin D3;9;-1 270,00   ;HUF;-11 430   ;HUF
160.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-42;Fekete Magolaj;2;-4 340,00   ;HUF;-8 680   ;HUF
161.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-42;Ginseng;13;-870,00   ;HUF;-11 310   ;HUF
162.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-42;Kalcium+Vitamin D ;26;-835,00   ;HUF;-21 710   ;HUF
163.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-42;Koenzim Q10 30 db kapszula ;13;-1 200,00   ;HUF;-15 600   ;HUF
164.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-42;Omega 3;17;-1 270,00   ;HUF;-21 590   ;HUF
165.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.12.02;2022-42;Probiotikum;34;-1 805,00   ;HUF;-61 370   ;HUF
166.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.12.13;2022-43;Fekete Magolaj;1;3 906,00   ;HUF;3 906   ;HUF
167.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.12.13;2022-43;Ginseng;8;783,00   ;HUF;6 264   ;HUF
168.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.12.13;2022-43;Probiotikum;6;1 625,00   ;HUF;9 750   ;HUF
169.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.12.13;2022-43;Vitamin D3;1;1 143,00   ;HUF;1 143   ;HUF
170.;MEGARA-MED Kft.;2500 Esztergom, Kossuth Lajos utca 39.;KOMÁROM-ESZTERGOM MEGYE;2022.01.07;2022-44;Probiotikum;40;1 805,00   ;HUF;72 200   ;HUF
171.;"""ERDÉLYI"" Kft.";8105 Pétfürdő, Iskola u.3.;VESZPRÉM MEGYE;2022.12.07;2022-45;Vitamin D3;2;1 418,10   ;HUF;2 836   ;HUF
172.;"""ERDÉLYI"" Kft.";8105 Pétfürdő, Iskola u.3.;VESZPRÉM MEGYE;2022.12.07;2022-45;Omega 3;2;1 418,10   ;HUF;2 836   ;HUF
173.;"""ERDÉLYI"" Kft.";8105 Pétfürdő, Iskola u.3.;VESZPRÉM MEGYE;2022.12.07;2022-45;Ginseng;2;1 070,10   ;HUF;2 140   ;HUF
174.;"""ERDÉLYI"" Kft.";8105 Pétfürdő, Iskola u.3.;VESZPRÉM MEGYE;2022.12.07;2022-45;Kalcium+Vitamin D ;2;1 039,65   ;HUF;2 079   ;HUF
175.;"""ERDÉLYI"" Kft.";8105 Pétfürdő, Iskola u.3.;VESZPRÉM MEGYE;2022.12.07;2022-45;Koenzim Q10 30 db kapszula ;2;1 357,20   ;HUF;2 714   ;HUF
176.;"""ERDÉLYI"" Kft.";8105 Pétfürdő, Iskola u.3.;VESZPRÉM MEGYE;2022.12.07;2022-45;Fekete Magolaj;2;4 089,00   ;HUF;8 178   ;HUF
177.;"""ERDÉLYI"" Kft.";8105 Pétfürdő, Iskola u.3.;VESZPRÉM MEGYE;2022.12.07;2022-45;Probiotikum;2;1 883,55   ;HUF;3 767   ;HUF
52.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2022.08.09;2022-18;Ginseng;5;870,00   ;HUF;4 350   ;HUF
53.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2022.08.09;2022-18;Omega 3;3;1 270,00   ;HUF;3 810   ;HUF
54.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2022.08.09;2022-18;Kalcium+Vitamin D ;2;835,00   ;HUF;1 670   ;HUF
55.;Terra Gold Kft.;4251 Hajdúsámson, Kiscsere utca 3.;HAJDÚ-BIHAR MEGYE;2022.08.09;2022-18;Probiotikum;6;1 805,00   ;HUF;10 830   ;HUF
56.;HD MESTER EURO Kft.;4220 Hajdúböszörmény, Dorogi utca 20.;HAJDÚ-BIHAR MEGYE;2022.08.11;2022-19;Vitamin D3;2;1 418,10   ;HUF;2 836   ;HUF
57.;HD MESTER EURO Kft.;4220 Hajdúböszörmény, Dorogi utca 20.;HAJDÚ-BIHAR MEGYE;2022.08.11;2022-19;Fekete Magolaj;2;4 089,00   ;HUF;8 178   ;HUF
58.;HD MESTER EURO Kft.;4220 Hajdúböszörmény, Dorogi utca 20.;HAJDÚ-BIHAR MEGYE;2022.08.11;2022-19;Koenzim Q10 30 db kapszula ;2;1 357,20   ;HUF;2 714   ;HUF
59.;HD MESTER EURO Kft.;4220 Hajdúböszörmény, Dorogi utca 20.;HAJDÚ-BIHAR MEGYE;2022.08.11;2022-19;Probiotikum;2;1 883,55   ;HUF;3 767   ;HUF
60.;HD MESTER EURO Kft.;4220 Hajdúböszörmény, Dorogi utca 20.;HAJDÚ-BIHAR MEGYE;2022.08.11;2022-19;Ginseng;2;1 070,10   ;HUF;2 140   ;HUF
61.;HD MESTER EURO Kft.;4220 Hajdúböszörmény, Dorogi utca 20.;HAJDÚ-BIHAR MEGYE;2022.08.11;2022-19;Omega 3;2;1 418,10   ;HUF;2 836   ;HUF
62.;HD MESTER EURO Kft.;4220 Hajdúböszörmény, Dorogi utca 20.;HAJDÚ-BIHAR MEGYE;2022.08.11;2022-19;Kalcium+Vitamin D ;2;1 039,65   ;HUF;2 079   ;HUF
66.;HAJDÚ GYÓGYSZERTÁR Bt.;4220 Hajdúböszörmény, Árpád u.45;HAJDÚ-BIHAR MEGYE;2022.08.16;2022-20;Vitamin D3;2;1 418,10   ;HUF;2 836   ;HUF
67.;HAJDÚ GYÓGYSZERTÁR Bt.;4220 Hajdúböszörmény, Árpád u.45;HAJDÚ-BIHAR MEGYE;2022.08.16;2022-20;Fekete Magolaj;2;4 089,00   ;HUF;8 178   ;HUF
68.;HAJDÚ GYÓGYSZERTÁR Bt.;4220 Hajdúböszörmény, Árpád u.45;HAJDÚ-BIHAR MEGYE;2022.08.16;2022-20;Koenzim Q10 30 db kapszula ;2;1 357,20   ;HUF;2 714   ;HUF
69.;HAJDÚ GYÓGYSZERTÁR Bt.;4220 Hajdúböszörmény, Árpád u.45;HAJDÚ-BIHAR MEGYE;2022.08.16;2022-20;Probiotikum;2;1 883,55   ;HUF;3 767   ;HUF
70.;HAJDÚ GYÓGYSZERTÁR Bt.;4220 Hajdúböszörmény, Árpád u.45;HAJDÚ-BIHAR MEGYE;2022.08.16;2022-20;Ginseng;2;1 070,10   ;HUF;2 140   ;HUF
71.;HAJDÚ GYÓGYSZERTÁR Bt.;4220 Hajdúböszörmény, Árpád u.45;HAJDÚ-BIHAR MEGYE;2022.08.16;2022-20;Omega 3;2;1 418,10   ;HUF;2 836   ;HUF
72.;HAJDÚ GYÓGYSZERTÁR Bt.;4220 Hajdúböszörmény, Árpád u.45;HAJDÚ-BIHAR MEGYE;2022.08.16;2022-20;Kalcium+Vitamin D ;2;1 039,65   ;HUF;2 079   ;HUF
196.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.11.21;2022-49;Ginseng;3;-870,00   ;HUF;-2 610   ;HUF
197.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.11.21;2022-49;Kalcium+Vitamin D ;2;-835,00   ;HUF;-1 670   ;HUF
198.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.11.21;2022-49;Probiotikum;4;-1 805,00   ;HUF;-7 220   ;HUF
199.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.07.09;2022-5;Vitamin D3;1;1 270,00   ;HUF;1 270   ;HUF
200.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.07.09;2022-5;Fekete Magolaj;3;4 340,00   ;HUF;13 020   ;HUF
201.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.07.09;2022-5;Ginseng;6;870,00   ;HUF;5 220   ;HUF
202.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.07.09;2022-5;Kalcium+Vitamin D ;1;835,00   ;HUF;835   ;HUF
203.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2022.07.09;2022-5;Probiotikum;1;1 805,00   ;HUF;1 805   ;HUF
204.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.01.20;2022-50;Ginseng;3;870,00   ;HUF;2 610   ;HUF
205.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.01.20;2022-50;Kalcium+Vitamin D ;2;835,00   ;HUF;1 670   ;HUF
206.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.01.20;2022-50;Probiotikum;4;1 805,00   ;HUF;7 220   ;HUF
80.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.08.19;2022-22;Vitamin D3;6;1 270,00   ;HUF;7 620   ;HUF
81.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.08.19;2022-22;Fekete Magolaj;6;4 340,00   ;HUF;26 040   ;HUF
82.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.08.19;2022-22;Probiotikum;6;1 805,00   ;HUF;10 830   ;HUF
83.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.08.19;2022-22;Omega 3;6;1 270,00   ;HUF;7 620   ;HUF
84.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.08.19;2022-22;Ginseng;6;870,00   ;HUF;5 220   ;HUF
85.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.08.19;2022-22;Kalcium+Vitamin D ;6;835,00   ;HUF;5 010   ;HUF
86.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.08.19;2022-22;Koenzim Q10 30 db kapszula ;6;1 200,00   ;HUF;7 200   ;HUF
118.;"""MÁTYÁS KIRÁLY"" Kft.";4028 Debrecen, Laktanya utca 23.;HAJDÚ-BIHAR MEGYE;2022.11.04;2022-33;Ginseng;20;870,00   ;HUF;17 400   ;HUF
129.;"""AUGUSZTA 2000"" Bt.";4032 Debrecen, Móricz Zsigmond krt. 22.;HAJDÚ-BIHAR MEGYE;2022.11.17;2022-36;Kalcium+Vitamin D ;2;835,00   ;HUF;1 670   ;HUF
130.;"""AUGUSZTA 2000"" Bt.";4032 Debrecen, Móricz Zsigmond krt. 22.;HAJDÚ-BIHAR MEGYE;2022.11.17;2022-36;Fekete Magolaj;2;4 340,00   ;HUF;8 680   ;HUF
131.;"""AUGUSZTA 2000"" Bt.";4032 Debrecen, Móricz Zsigmond krt. 22.;HAJDÚ-BIHAR MEGYE;2022.11.17;2022-36;Koenzim Q10 30 db kapszula ;2;1 200,00   ;HUF;2 400   ;HUF
132.;"""AUGUSZTA 2000"" Bt.";4032 Debrecen, Móricz Zsigmond krt. 22.;HAJDÚ-BIHAR MEGYE;2022.11.17;2022-36;Vitamin D3;2;1 270,00   ;HUF;2 540   ;HUF
219.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.07.05;2022-9;Fekete Magolaj;5;3 515,40   ;HUF;17 577   ;HUF
220.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.07.05;2022-9;Ginseng;7;783,00   ;HUF;5 481   ;HUF
221.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2022.07.05;2022-9;Probiotikum;2;1 625,00   ;HUF;3 250   ;HUF
133.;"""AUGUSZTA 2000"" Bt.";4032 Debrecen, Móricz Zsigmond krt. 22.;HAJDÚ-BIHAR MEGYE;2022.11.17;2022-36;Omega 3;2;1 270,00   ;HUF;2 540   ;HUF
134.;"""AUGUSZTA 2000"" Bt.";4032 Debrecen, Móricz Zsigmond krt. 22.;HAJDÚ-BIHAR MEGYE;2022.11.17;2022-36;Ginseng;2;870,00   ;HUF;1 740   ;HUF
135.;"""AUGUSZTA 2000"" Bt.";4032 Debrecen, Móricz Zsigmond krt. 22.;HAJDÚ-BIHAR MEGYE;2022.11.17;2022-36;Probiotikum;2;1 805,00   ;HUF;3 610   ;HUF
141.;RANGERS V&V Kft.;3527 Miskolc, Baross Gábor u. 16.;BORSOD-ABAÚJ ZEMPLÉN MEGYE;2022.12.01;2022-39;Vitamin D3;10;1 270,00   ;HUF;12 700   ;HUF
142.;RANGERS V&V Kft.;3527 Miskolc, Baross Gábor u. 16.;BORSOD-ABAÚJ ZEMPLÉN MEGYE;2022.12.01;2022-39;Koenzim Q10 30 db kapszula ;10;1 200,00   ;HUF;12 000   ;HUF
143.;RANGERS V&V Kft.;3527 Miskolc, Baross Gábor u. 16.;BORSOD-ABAÚJ ZEMPLÉN MEGYE;2022.12.01;2022-39;Omega 3;10;1 270,00   ;HUF;12 700   ;HUF
144.;RANGERS V&V Kft.;3527 Miskolc, Baross Gábor u. 16.;BORSOD-ABAÚJ ZEMPLÉN MEGYE;2022.12.01;2022-39;Fekete Magolaj;10;4 340,00   ;HUF;43 400   ;HUF
145.;RANGERS V&V Kft.;3527 Miskolc, Baross Gábor u. 16.;BORSOD-ABAÚJ ZEMPLÉN MEGYE;2022.12.01;2022-39;Kalcium+Vitamin D ;10;835,00   ;HUF;8 350   ;HUF
146.;RANGERS V&V Kft.;3527 Miskolc, Baross Gábor u. 16.;BORSOD-ABAÚJ ZEMPLÉN MEGYE;2022.12.01;2022-39;Ginseng;10;870,00   ;HUF;8 700   ;HUF
147.;RANGERS V&V Kft.;3527 Miskolc, Baross Gábor u. 16.;BORSOD-ABAÚJ ZEMPLÉN MEGYE;2022.12.01;2022-39;Probiotikum;10;1 805,00   ;HUF;18 050   ;HUF
151.;"""MÁTYÁS KIRÁLY"" Kft.";4028 Debrecen, Laktanya utca 23.;HAJDÚ-BIHAR MEGYE;2022.12.01;2022-40;Probiotikum;100;1 200,00   ;HUF;120 000   ;HUF
178.;"""FEHÉRTÓI KORONA' Kft.";4244 Újfehértó, Petőfi u. 52.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-46;Vitamin D3;1;1 270,00   ;HUF;1 270   ;HUF
234.;SZENTGRÁL-PATIKA Bt.;2840 Oroszlány, Rákóczi F. út 82.;KOMÁROM-ESZTERGOM MEGYE;2023.07.03;2023-100;Probiotikum;60;1 805,00   ;HUF;108 300   ;HUF
235.;SZENTGRÁL-PATIKA Bt.;2840 Oroszlány, Rákóczi F. út 82.;KOMÁROM-ESZTERGOM MEGYE;2023.07.05;2023-101;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
236.;SZENTGRÁL-PATIKA Bt.;2840 Oroszlány, Rákóczi F. út 82.;KOMÁROM-ESZTERGOM MEGYE;2023.07.05;2023-102;Probiotikum;20;-1 805,00   ;HUF;-36 100   ;HUF
237.;MERITUS PATIKA Kft.;9200 Mosonmagyaróvár, Flesch Károly utca 15.;GYŐR-MOSON-SOPRON MEGYE;2023.07.05;2023-103;Probiotikum;20;1 804,32   ;HUF;36 086   ;HUF
238.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.08.04;2023-104;Probiotikum;13;1 805,00   ;HUF;23 465   ;HUF
239.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.08.04;2023-104;Omega 3;1;1 270,00   ;HUF;1 270   ;HUF
240.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.08.04;2023-104;Kalcium+Vitamin D ;2;835,00   ;HUF;1 670   ;HUF
241.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.08.04;2023-104;Ginseng;5;870,00   ;HUF;4 350   ;HUF
242.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.08.04;2023-104;Vitamin D3;2;1 270,00   ;HUF;2 540   ;HUF
243.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.07.13;2023-105;Fekete Magolaj;4;3 906,00   ;HUF;15 624   ;HUF
244.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.07.13;2023-105;Ginseng;7;783,00   ;HUF;5 481   ;HUF
245.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.07.13;2023-105;Omega 3;13;1 143,00   ;HUF;14 859   ;HUF
246.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.07.13;2023-105;Probiotikum;4;1 625,00   ;HUF;6 500   ;HUF
247.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.07.13;2023-105;Vitamin D3;5;1 143,00   ;HUF;5 715   ;HUF
179.;"""FEHÉRTÓI KORONA' Kft.";4244 Újfehértó, Petőfi u. 52.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-46;Probiotikum;1;1 805,00   ;HUF;1 805   ;HUF
180.;"""FEHÉRTÓI KORONA' Kft.";4244 Újfehértó, Petőfi u. 52.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-46;Ginseng;1;870,00   ;HUF;870   ;HUF
250.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.08.06;2023-107;Kalcium+Vitamin D ;2;1 010,00   ;HUF;2 020   ;HUF
181.;"""FEHÉRTÓI KORONA' Kft.";4244 Újfehértó, Petőfi u. 52.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-46;Kalcium+Vitamin D ;1;835,00   ;HUF;835   ;HUF
182.;"""FEHÉRTÓI KORONA' Kft.";4244 Újfehértó, Petőfi u. 52.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-46;Koenzim Q10 30 db kapszula ;1;1 200,00   ;HUF;1 200   ;HUF
183.;"""FEHÉRTÓI KORONA' Kft.";4244 Újfehértó, Petőfi u. 52.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-46;Fekete Magolaj;1;4 340,00   ;HUF;4 340   ;HUF
184.;"""FEHÉRTÓI KORONA' Kft.";4244 Újfehértó, Petőfi u. 52.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-46;Omega 3;1;1 270,00   ;HUF;1 270   ;HUF
185.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-47;Koenzim Q10 30 db kapszula ;5;1 200,00   ;HUF;6 000   ;HUF
186.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-47;Omega 3;10;1 270,00   ;HUF;12 700   ;HUF
187.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-47;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
188.;"""S.R.M. REMÉNY"" Kft.";4400 Nyíregyháza, Nyírfa utca 23.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.15;2022-47;Vitamin D3;5;1 270,00   ;HUF;6 350   ;HUF
189.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.20;2022-48;Koenzim Q10 30 db kapszula ;20;972,30   ;HUF;19 446   ;HUF
190.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.20;2022-48;Vitamin D3;20;1 054,90   ;HUF;21 098   ;HUF
191.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.20;2022-48;Omega 3;20;1 029,00   ;HUF;20 580   ;HUF
192.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.20;2022-48;Fekete Magolaj;20;3 603,60   ;HUF;72 072   ;HUF
193.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.20;2022-48;Kalcium+Vitamin D ;20;692,30   ;HUF;13 846   ;HUF
194.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.20;2022-48;Ginseng;20;721,70   ;HUF;14 434   ;HUF
195.;Várda Patika Bt.;4600 Kisvárda, Árpád u. 26.;SZABOLCS-SZATMÁR BEREG MEGYE;2022.12.20;2022-48;Probiotikum;20;1 498,00   ;HUF;29 960   ;HUF
222.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-1;Probiotikum;20;1 805,00   ;HUF;36 100   ;HUF
223.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-1;Vitamin D3;20;1 270,00   ;HUF;25 400   ;HUF
224.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-1;Koenzim Q10 30 db kapszula ;20;1 200,00   ;HUF;24 000   ;HUF
225.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-1;Fekete Magolaj;3;4 340,00   ;HUF;13 020   ;HUF
226.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-1;Ginseng;3;870,00   ;HUF;2 610   ;HUF
227.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-1;Omega 3;20;1 270,00   ;HUF;25 400   ;HUF
228.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-10;Probiotikum;20;-1 805,00   ;HUF;-36 100   ;HUF
229.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-10;Vitamin D3;20;-1 270,00   ;HUF;-25 400   ;HUF
230.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-10;Koenzim Q10 30 db kapszula ;20;-1 200,00   ;HUF;-24 000   ;HUF
231.;JÓZSAI PATIKA Bt.;4225 Debrecen, Szentgyörgyflavi utca 9;HAJDÚ-BIHAR MEGYE;2023.01.09;2023-10;Fekete Magolaj;3;-4 340,00   ;HUF;-13 020   ;HUF
276.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.08.12;2023-113;Ginseng;8;783,00   ;HUF;6 264   ;HUF
277.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.08.12;2023-113;Omega 3;7;1 143,00   ;HUF;8 001   ;HUF
278.;BENNOVUM Kft.;1087 Budapest, Százados u. 18.;BUDAPEST;2023.08.12;2023-113;Probiotikum;6;1 625,00   ;HUF;9 750   ;HUF
279.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.09.03;2023-114;Fekete Magolaj;1;4 340,00   ;HUF;4 340   ;HUF
280.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.09.03;2023-114;Ginseng;14;870,00   ;HUF;12 180   ;HUF
281.;Bellis Egészségtár Kft.;1151 Budapest, Károlyi Sándor út 121.;BUDAPEST;2023.09.03;2023-114;Omega 3;1;1 270,00   ;HUF;1 270   ;HUF
282.;PHOENIX Pharma Zrt.;2151 Fót, Keleti Márton út 19.;PEST MEGYE;2023.09.03;2023-115;Probiotikum;15;2 179,00   ;HUF;32 685   ;HUF
